medallion, hack_license, vendor_id, pickup_datetime, payment_type, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount
084EBAFD06DB6B84F2584B9FA0CEEB82,E70BCB92622D925BA98757D2ECE46641,VTS,1/13/2013 9:11,CRD,33,0,0.5,6.6,0,40.1
084EBAFD06DB6B84F2584B9FA0CEEB82,E70BCB92622D925BA98757D2ECE46641,VTS,1/13/2013 6:58,CSH,30.5,0,0.5,0,4.8,35.8
084EBAFD06DB6B84F2584B9FA0CEEB82,E70BCB92622D925BA98757D2ECE46641,VTS,1/13/2013 11:28,CSH,6,0,0.5,0,0,6.5
084EBAFD06DB6B84F2584B9FA0CEEB82,E70BCB92622D925BA98757D2ECE46641,VTS,1/13/2013 10:47,CSH,15,0,0.5,0,0,15.5
084EBAFD06DB6B84F2584B9FA0CEEB82,E70BCB92622D925BA98757D2ECE46641,VTS,1/13/2013 7:59,CSH,3.5,0,0.5,0,0,4
084EBAFD06DB6B84F2584B9FA0CEEB82,E70BCB92622D925BA98757D2ECE46641,VTS,1/13/2013 14:09,CSH,5,0,0.5,0,0,5.5
084EBAFD06DB6B84F2584B9FA0CEEB82,E70BCB92622D925BA98757D2ECE46641,VTS,1/13/2013 8:17,CSH,5.5,0,0.5,0,0,6
084EBAFD06DB6B84F2584B9FA0CEEB82,E70BCB92622D925BA98757D2ECE46641,VTS,1/13/2013 13:42,CRD,6.5,0,0.5,1.3,0,8.3
0853978D331EFF2900984819B3ABD118,DB73281EFD4E7A28FC3C706D84F898A5,VTS,1/13/2013 13:09,CRD,19.5,0,0.5,3.9,0,23.9
085667DDB5779227D5FA7B6C623EE535,A9E021DF57613D5EC9EBBDFA2999981A,VTS,1/13/2013 4:27,CSH,31.5,0.5,0.5,0,0,32.5
085667DDB5779227D5FA7B6C623EE535,4D74C0974ACFC69FC64F380C53F281E7,VTS,1/13/2013 10:28,CRD,4.5,0,0.5,0.9,0,5.9
085667DDB5779227D5FA7B6C623EE535,A9E021DF57613D5EC9EBBDFA2999981A,VTS,1/13/2013 2:37,CRD,10.5,0.5,0.5,2.2,0,13.7
085667DDB5779227D5FA7B6C623EE535,4D74C0974ACFC69FC64F380C53F281E7,VTS,1/13/2013 11:25,CSH,6,0,0.5,0,0,6.5
085667DDB5779227D5FA7B6C623EE535,4D74C0974ACFC69FC64F380C53F281E7,VTS,1/13/2013 12:06,CRD,6,0,0.5,1.2,0,7.7
085667DDB5779227D5FA7B6C623EE535,4D74C0974ACFC69FC64F380C53F281E7,VTS,1/13/2013 12:01,CSH,4,0,0.5,0,0,4.5
085667DDB5779227D5FA7B6C623EE535,4D74C0974ACFC69FC64F380C53F281E7,VTS,1/13/2013 11:35,CSH,7,0,0.5,0,0,7.5
085667DDB5779227D5FA7B6C623EE535,4D74C0974ACFC69FC64F380C53F281E7,VTS,1/13/2013 12:49,CRD,14.5,0,0.5,2.9,0,17.9
085667DDB5779227D5FA7B6C623EE535,4D74C0974ACFC69FC64F380C53F281E7,VTS,1/13/2013 11:10,CSH,8.5,0,0.5,0,0,9
085667DDB5779227D5FA7B6C623EE535,4D74C0974ACFC69FC64F380C53F281E7,VTS,1/13/2013 13:57,CRD,21.5,0,0.5,2.5,0,24.5
087397FDD3EE8824241BD759236A87FB,E8C7527E6E2373FCC811A7ED1F39694F,VTS,1/13/2013 2:45,CRD,3.5,0.5,0.5,0.8,0,5.3
087397FDD3EE8824241BD759236A87FB,E8C7527E6E2373FCC811A7ED1F39694F,VTS,1/13/2013 3:21,CRD,17.5,0.5,0.5,4.5,0,23
087737728416D75479D69A6AD7E399D2,33A0C70AC542CF92F77FCE10DFDC0599,VTS,1/13/2013 11:03,CSH,5.5,0,0.5,0,0,6
087737728416D75479D69A6AD7E399D2,33A0C70AC542CF92F77FCE10DFDC0599,VTS,1/13/2013 9:26,CRD,26.5,0,0.5,6.62,4.8,38.42
087737728416D75479D69A6AD7E399D2,33A0C70AC542CF92F77FCE10DFDC0599,VTS,1/13/2013 11:56,CRD,6.5,0,0.5,1.3,0,8.3
087737728416D75479D69A6AD7E399D2,33A0C70AC542CF92F77FCE10DFDC0599,VTS,1/13/2013 12:10,CSH,10.5,0,0.5,0,0,11
087737728416D75479D69A6AD7E399D2,33A0C70AC542CF92F77FCE10DFDC0599,VTS,1/13/2013 11:11,CSH,11.5,0,0.5,0,0,12
087737728416D75479D69A6AD7E399D2,33A0C70AC542CF92F77FCE10DFDC0599,VTS,1/13/2013 13:23,CSH,9,0,0.5,0,0,9.5
087737728416D75479D69A6AD7E399D2,33A0C70AC542CF92F77FCE10DFDC0599,VTS,1/13/2013 11:40,CSH,8,0,0.5,0,0,8.5
087737728416D75479D69A6AD7E399D2,33A0C70AC542CF92F77FCE10DFDC0599,VTS,1/13/2013 14:10,CRD,8.5,0,0.5,2.12,0,11.12
087737728416D75479D69A6AD7E399D2,33A0C70AC542CF92F77FCE10DFDC0599,VTS,1/13/2013 13:48,CRD,4.5,0,0.5,0.9,0,5.9
087FC8B3829AE79170ADFCDF8F501BD4,97FFCB10F70DCE8CEA21DFC8DE0B1C67,VTS,1/13/2013 12:54,CRD,17.5,0,0.5,2.58,0,20.58
087FC8B3829AE79170ADFCDF8F501BD4,97FFCB10F70DCE8CEA21DFC8DE0B1C67,VTS,1/13/2013 13:42,CRD,26,0,0.5,5.2,4.8,36.5
08846AA97300B77F28AE5421CF317761,454CDC27F0ABA2ABA8375AC94BDDAF1F,VTS,1/13/2013 4:36,CRD,8.5,0.5,0.5,1,0,10.5
08846AA97300B77F28AE5421CF317761,2552C8FFA6C8E68359ED8E53973DF6D8,VTS,1/13/2013 12:07,CSH,9,0,0.5,0,0,9.5
08846AA97300B77F28AE5421CF317761,2552C8FFA6C8E68359ED8E53973DF6D8,VTS,1/13/2013 11:19,CSH,30.5,0,0.5,0,0,31
08846AA97300B77F28AE5421CF317761,2552C8FFA6C8E68359ED8E53973DF6D8,VTS,1/13/2013 13:58,CSH,29,0,0.5,0,4.8,34.3
08846AA97300B77F28AE5421CF317761,2552C8FFA6C8E68359ED8E53973DF6D8,VTS,1/13/2013 14:56,CRD,5.5,0,0.5,1.1,0,7.1
08B8CD4A3E1A0804F67F9B4328411987,6333BC6925C45B91FBCE7A5BC8FD7107,VTS,1/13/2013 3:19,CSH,22.5,0.5,0.5,0,0,23.5
08CA1C11D8C721C8611030D08EB63904,FBFAD10C674C5855DBA9F40428563730,VTS,1/13/2013 10:34,CRD,5.5,0,0.5,1.1,0,7.1
08CA1C11D8C721C8611030D08EB63904,FBFAD10C674C5855DBA9F40428563730,VTS,1/13/2013 9:44,CRD,5.5,0,0.5,1.1,0,7.1
08CA1C11D8C721C8611030D08EB63904,4E5642FFD8A76CFE8A13BCC009A4B709,VTS,1/13/2013 4:34,CSH,6.5,0.5,0.5,0,0,7.5
08CA1C11D8C721C8611030D08EB63904,4E5642FFD8A76CFE8A13BCC009A4B709,VTS,1/13/2013 3:53,CRD,10,0.5,0.5,1,0,12
08CA1C11D8C721C8611030D08EB63904,FBFAD10C674C5855DBA9F40428563730,VTS,1/13/2013 10:39,CRD,6,0,0.5,1.25,0,7.75
08CA1C11D8C721C8611030D08EB63904,FBFAD10C674C5855DBA9F40428563730,VTS,1/13/2013 11:21,CSH,8.5,0,0.5,0,0,9
08CA1C11D8C721C8611030D08EB63904,4E5642FFD8A76CFE8A13BCC009A4B709,VTS,1/13/2013 2:41,CSH,5.5,0.5,0.5,0,0,6.5
08CA1C11D8C721C8611030D08EB63904,FBFAD10C674C5855DBA9F40428563730,VTS,1/13/2013 12:05,CRD,8.5,0,0.5,1.7,0,10.7
08CA1C11D8C721C8611030D08EB63904,FBFAD10C674C5855DBA9F40428563730,VTS,1/13/2013 12:17,CSH,7.5,0,0.5,0,0,8
08CA1C11D8C721C8611030D08EB63904,FBFAD10C674C5855DBA9F40428563730,VTS,1/13/2013 11:16,CSH,6,0,0.5,0,0,6.5
08CA1C11D8C721C8611030D08EB63904,4E5642FFD8A76CFE8A13BCC009A4B709,VTS,1/13/2013 3:37,CSH,6,0.5,0.5,0,0,7
08CA1C11D8C721C8611030D08EB63904,FBFAD10C674C5855DBA9F40428563730,VTS,1/13/2013 12:52,CRD,23.5,0,0.5,4.7,4.8,33.5
08CA1C11D8C721C8611030D08EB63904,FBFAD10C674C5855DBA9F40428563730,VTS,1/13/2013 12:26,CRD,9,0,0.5,1.1,0,10.6
08CA1C11D8C721C8611030D08EB63904,FBFAD10C674C5855DBA9F40428563730,VTS,1/13/2013 14:49,CRD,11,0,0.5,2.75,0,14.25
08D1823F63016D524C75F78CD737200D,6E9A6A0524C00D0F21D09BFC844DAC1E,VTS,1/13/2013 3:20,CSH,19,0.5,0.5,0,0,20
0901A56EF820DE0A2F999426B5B3DDAE,15589D617DB1B13418DE284711599A7D,VTS,1/13/2013 10:14,CRD,17.5,0,0.5,3.5,0,21.5
0901A56EF820DE0A2F999426B5B3DDAE,15589D617DB1B13418DE284711599A7D,VTS,1/13/2013 9:15,CSH,6,0,0.5,0,0,6.5
0901A56EF820DE0A2F999426B5B3DDAE,15589D617DB1B13418DE284711599A7D,VTS,1/13/2013 11:00,CRD,16,0,0.5,3.2,0,19.7
0901A56EF820DE0A2F999426B5B3DDAE,15589D617DB1B13418DE284711599A7D,VTS,1/13/2013 9:42,CRD,15.5,0,0.5,3.1,0,19.1
0901A56EF820DE0A2F999426B5B3DDAE,15589D617DB1B13418DE284711599A7D,VTS,1/13/2013 12:12,CRD,5,0,0.5,1.25,0,6.75
0901A56EF820DE0A2F999426B5B3DDAE,15589D617DB1B13418DE284711599A7D,VTS,1/13/2013 12:45,CRD,7.5,0,0.5,1,0,9
0901A56EF820DE0A2F999426B5B3DDAE,15589D617DB1B13418DE284711599A7D,VTS,1/13/2013 12:26,CSH,16,0,0.5,0,0,16.5
0903AA45A0EC961B944D9AA21436F216,FC120C6EDAB46FDD380B171E040A5C94,VTS,1/13/2013 4:40,CRD,9.5,0.5,0.5,2,0,12.5
0903AA45A0EC961B944D9AA21436F216,FC120C6EDAB46FDD380B171E040A5C94,VTS,1/13/2013 4:52,CRD,4,0.5,0.5,1,0,6
0903AA45A0EC961B944D9AA21436F216,FC120C6EDAB46FDD380B171E040A5C94,VTS,1/13/2013 3:47,CRD,13.5,0.5,0.5,3.5,0,18
0903AA45A0EC961B944D9AA21436F216,FC120C6EDAB46FDD380B171E040A5C94,VTS,1/13/2013 2:15,CRD,10.5,0.5,0.5,0.5,0,12
090DFC82C624A617EC0E80818B484427,1F50E9F425B005214DFFBACC8E79667A,VTS,1/13/2013 4:32,CSH,25.5,0.5,0.5,0,0,26.5
090DFC82C624A617EC0E80818B484427,A9203416E60A5ECFB973D48986DA57C3,VTS,1/13/2013 12:45,CRD,6,0,0.5,1.8,0,8.3
090DFC82C624A617EC0E80818B484427,A9203416E60A5ECFB973D48986DA57C3,VTS,1/13/2013 13:24,CSH,14,0,0.5,0,0,14.5
090DFC82C624A617EC0E80818B484427,A9203416E60A5ECFB973D48986DA57C3,VTS,1/13/2013 14:13,CSH,8.5,0,0.5,0,0,9
090DFC82C624A617EC0E80818B484427,A9203416E60A5ECFB973D48986DA57C3,VTS,1/13/2013 13:03,CSH,11.5,0,0.5,0,0,12
090DFC82C624A617EC0E80818B484427,A9203416E60A5ECFB973D48986DA57C3,VTS,1/13/2013 12:55,CSH,7.5,0,0.5,0,0,8
090DFC82C624A617EC0E80818B484427,A9203416E60A5ECFB973D48986DA57C3,VTS,1/13/2013 12:20,CRD,19,0,0.5,3.8,0,23.3
0911B74DB5934296945FE5C7BD9772BF,7C3162D9A585E897605A73930D61EF78,VTS,1/13/2013 12:01,CSH,8,0,0.5,0,0,8.5
0911B74DB5934296945FE5C7BD9772BF,7C3162D9A585E897605A73930D61EF78,VTS,1/13/2013 11:14,CRD,6.5,0,0.5,1,0,8
0911B74DB5934296945FE5C7BD9772BF,7C3162D9A585E897605A73930D61EF78,VTS,1/13/2013 11:24,CSH,8,0,0.5,0,0,8.5
0911B74DB5934296945FE5C7BD9772BF,7C3162D9A585E897605A73930D61EF78,VTS,1/13/2013 13:04,CSH,6,0,0.5,0,0,6.5
0911B74DB5934296945FE5C7BD9772BF,7C3162D9A585E897605A73930D61EF78,VTS,1/13/2013 10:05,CSH,5.5,0,0.5,0,0,6
0911B74DB5934296945FE5C7BD9772BF,7C3162D9A585E897605A73930D61EF78,VTS,1/13/2013 13:14,CSH,6,0,0.5,0,0,6.5
091334CDF9A2292C04B6AF20AC219660,58B7B1C9E2A7BA3F2A838D1E21187309,VTS,1/13/2013 9:47,CSH,5,0,0.5,0,0,5.5
091334CDF9A2292C04B6AF20AC219660,58B7B1C9E2A7BA3F2A838D1E21187309,VTS,1/13/2013 10:26,CRD,15,0,0.5,3,0,18.5
091334CDF9A2292C04B6AF20AC219660,58B7B1C9E2A7BA3F2A838D1E21187309,VTS,1/13/2013 10:46,CSH,5,0,0.5,0,0,5.5
091334CDF9A2292C04B6AF20AC219660,58B7B1C9E2A7BA3F2A838D1E21187309,VTS,1/13/2013 10:05,CRD,4.5,0,0.5,0.9,0,5.9
0923AC05C4C0B9A3DF5C7806895338FA,52D455FD39DE29206C9C6B676ADBD058,VTS,1/13/2013 7:03,CRD,52,0,0.5,13,4.8,70.3
0923AC05C4C0B9A3DF5C7806895338FA,52D455FD39DE29206C9C6B676ADBD058,VTS,1/13/2013 9:36,CSH,7.5,0,0.5,0,0,8
0923AC05C4C0B9A3DF5C7806895338FA,52D455FD39DE29206C9C6B676ADBD058,VTS,1/13/2013 6:18,CRD,20,0,0.5,0,0,20.5
0923AC05C4C0B9A3DF5C7806895338FA,52D455FD39DE29206C9C6B676ADBD058,VTS,1/13/2013 11:19,CRD,8,0,0.5,2,0,10.5
0923AC05C4C0B9A3DF5C7806895338FA,52D455FD39DE29206C9C6B676ADBD058,VTS,1/13/2013 9:45,CSH,6.5,0,0.5,0,0,7
0923AC05C4C0B9A3DF5C7806895338FA,52D455FD39DE29206C9C6B676ADBD058,VTS,1/13/2013 11:44,CRD,14,0,0.5,2.8,0,17.3
0923AC05C4C0B9A3DF5C7806895338FA,52D455FD39DE29206C9C6B676ADBD058,VTS,1/13/2013 11:29,CRD,9,0,0.5,2.25,0,11.75
0923AC05C4C0B9A3DF5C7806895338FA,52D455FD39DE29206C9C6B676ADBD058,VTS,1/13/2013 10:37,CSH,14,0,0.5,0,0,14.5
0923AC05C4C0B9A3DF5C7806895338FA,52D455FD39DE29206C9C6B676ADBD058,VTS,1/13/2013 12:10,CSH,13,0,0.5,0,0,13.5
0923AC05C4C0B9A3DF5C7806895338FA,52D455FD39DE29206C9C6B676ADBD058,VTS,1/13/2013 12:31,CSH,7.5,0,0.5,0,0,8
0925ACE65D2B99A296E96A6FA031A8E4,DF5FE7E1DD700175AB9E64EBA2E7D56A,VTS,1/13/2013 12:03,CSH,10.5,0,0.5,0,0,11
0925ACE65D2B99A296E96A6FA031A8E4,DF5FE7E1DD700175AB9E64EBA2E7D56A,VTS,1/13/2013 11:26,CSH,6,0,0.5,0,0,6.5
0925ACE65D2B99A296E96A6FA031A8E4,DF5FE7E1DD700175AB9E64EBA2E7D56A,VTS,1/13/2013 11:16,CSH,9,0,0.5,0,0,9.5
0925ACE65D2B99A296E96A6FA031A8E4,DF5FE7E1DD700175AB9E64EBA2E7D56A,VTS,1/13/2013 10:31,CSH,9.5,0,0.5,0,0,10
0925ACE65D2B99A296E96A6FA031A8E4,DF5FE7E1DD700175AB9E64EBA2E7D56A,VTS,1/13/2013 10:42,CSH,4,0,0.5,0,0,4.5
0925ACE65D2B99A296E96A6FA031A8E4,DF5FE7E1DD700175AB9E64EBA2E7D56A,VTS,1/13/2013 10:50,CSH,10,0,0.5,0,0,10.5
0925ACE65D2B99A296E96A6FA031A8E4,DF5FE7E1DD700175AB9E64EBA2E7D56A,VTS,1/13/2013 11:34,CRD,7,0,0.5,1.5,0,9
0925ACE65D2B99A296E96A6FA031A8E4,DF5FE7E1DD700175AB9E64EBA2E7D56A,VTS,1/13/2013 10:15,CRD,13,0,0.5,2.6,0,16.1
0925ACE65D2B99A296E96A6FA031A8E4,DF5FE7E1DD700175AB9E64EBA2E7D56A,VTS,1/13/2013 14:06,CSH,16,0,0.5,0,0,16.5
0925ACE65D2B99A296E96A6FA031A8E4,DF5FE7E1DD700175AB9E64EBA2E7D56A,VTS,1/13/2013 11:46,CRD,4,0,0.5,0.5,0,5
09431E154A7544CCCDB961F2EA865243,56F65A0E7A51AB6C5D4927C70016CE83,VTS,1/13/2013 10:36,CSH,23.5,0,0.5,0,0,24
09431E154A7544CCCDB961F2EA865243,56F65A0E7A51AB6C5D4927C70016CE83,VTS,1/13/2013 11:00,CSH,5,0,0.5,0,0,5.5
09431E154A7544CCCDB961F2EA865243,56F65A0E7A51AB6C5D4927C70016CE83,VTS,1/13/2013 13:20,CSH,13,0,0.5,0,0,13.5
09431E154A7544CCCDB961F2EA865243,56F65A0E7A51AB6C5D4927C70016CE83,VTS,1/13/2013 11:20,CSH,12,0,0.5,0,0,12.5
09459F826A44348760E74FCD3BFBDB72,86D416620B305B017BF17615D8FC3ADB,VTS,1/13/2013 4:08,CSH,4,0.5,0.5,0,0,5
09459F826A44348760E74FCD3BFBDB72,86D416620B305B017BF17615D8FC3ADB,VTS,1/13/2013 4:36,CSH,14,0.5,0.5,0,0,15
09459F826A44348760E74FCD3BFBDB72,86D416620B305B017BF17615D8FC3ADB,VTS,1/13/2013 2:09,CSH,8.5,0.5,0.5,0,0,9.5
09459F826A44348760E74FCD3BFBDB72,86D416620B305B017BF17615D8FC3ADB,VTS,1/13/2013 3:35,CSH,9,0.5,0.5,0,0,10
09459F826A44348760E74FCD3BFBDB72,5D2FE6803D43C44A4F21C7389B5D97D7,VTS,1/13/2013 11:16,CSH,9.5,0,0.5,0,0,10
09459F826A44348760E74FCD3BFBDB72,5D2FE6803D43C44A4F21C7389B5D97D7,VTS,1/13/2013 12:19,CSH,4.5,0,0.5,0,0,5
09459F826A44348760E74FCD3BFBDB72,5D2FE6803D43C44A4F21C7389B5D97D7,VTS,1/13/2013 11:03,CSH,10,0,0.5,0,0,10.5
09459F826A44348760E74FCD3BFBDB72,5D2FE6803D43C44A4F21C7389B5D97D7,VTS,1/13/2013 11:57,CSH,8,0,0.5,0,0,8.5
09459F826A44348760E74FCD3BFBDB72,5D2FE6803D43C44A4F21C7389B5D97D7,VTS,1/13/2013 12:52,CSH,7.5,0,0.5,0,0,8
09459F826A44348760E74FCD3BFBDB72,5D2FE6803D43C44A4F21C7389B5D97D7,VTS,1/13/2013 13:56,CRD,20,0,0.5,2,0,22.5
09459F826A44348760E74FCD3BFBDB72,5D2FE6803D43C44A4F21C7389B5D97D7,VTS,1/13/2013 13:13,CSH,5.5,0,0.5,0,0,6
09459F826A44348760E74FCD3BFBDB72,5D2FE6803D43C44A4F21C7389B5D97D7,VTS,1/13/2013 14:19,CRD,7.5,0,0.5,1.5,0,9.5
09459F826A44348760E74FCD3BFBDB72,5D2FE6803D43C44A4F21C7389B5D97D7,VTS,1/13/2013 14:30,CSH,3.5,0,0.5,0,0,4
095634913A7AF53EF36D96132EB841D1,E040FCD0820543D53E5BF71795364887,VTS,1/13/2013 10:48,CRD,16.5,0,0.5,3.3,0,20.3
095634913A7AF53EF36D96132EB841D1,E040FCD0820543D53E5BF71795364887,VTS,1/13/2013 11:25,CRD,4.5,0,0.5,0.9,0,5.9
095634913A7AF53EF36D96132EB841D1,E040FCD0820543D53E5BF71795364887,VTS,1/13/2013 11:57,CSH,6,0,0.5,0,0,6.5
095634913A7AF53EF36D96132EB841D1,E040FCD0820543D53E5BF71795364887,VTS,1/13/2013 12:40,CSH,5.5,0,0.5,0,0,6
095634913A7AF53EF36D96132EB841D1,E040FCD0820543D53E5BF71795364887,VTS,1/13/2013 10:37,CSH,9,0,0.5,0,0,9.5
095634913A7AF53EF36D96132EB841D1,E040FCD0820543D53E5BF71795364887,VTS,1/13/2013 11:34,CSH,6.5,0,0.5,0,0,7
095634913A7AF53EF36D96132EB841D1,E040FCD0820543D53E5BF71795364887,VTS,1/13/2013 11:08,CSH,6.5,0,0.5,0,0,7
095634913A7AF53EF36D96132EB841D1,E040FCD0820543D53E5BF71795364887,VTS,1/13/2013 12:22,CSH,8,0,0.5,0,0,8.5
095634913A7AF53EF36D96132EB841D1,E040FCD0820543D53E5BF71795364887,VTS,1/13/2013 12:50,CRD,7.5,0,0.5,1.5,0,9.5
095634913A7AF53EF36D96132EB841D1,E040FCD0820543D53E5BF71795364887,VTS,1/13/2013 11:49,CSH,6,0,0.5,0,0,6.5
0957AB428722E2A85CE2AAE74849BE82,E8CD36A85B2CDFE7C02DFA9F001D68E0,VTS,1/13/2013 10:22,CSH,8,0,0.5,0,0,8.5
0957AB428722E2A85CE2AAE74849BE82,C67CF7745E4389BF0A7E2729884153EE,VTS,1/13/2013 4:33,CRD,26.5,0.5,0.5,5.4,0,32.9
0957AB428722E2A85CE2AAE74849BE82,E8CD36A85B2CDFE7C02DFA9F001D68E0,VTS,1/13/2013 9:27,CSH,13,0,0.5,0,0,13.5
0957AB428722E2A85CE2AAE74849BE82,C67CF7745E4389BF0A7E2729884153EE,VTS,1/13/2013 3:25,CSH,9.5,0.5,0.5,0,0,10.5
0957AB428722E2A85CE2AAE74849BE82,E8CD36A85B2CDFE7C02DFA9F001D68E0,VTS,1/13/2013 11:48,CRD,9,0,0.5,1.8,0,11.3
0957AB428722E2A85CE2AAE74849BE82,E8CD36A85B2CDFE7C02DFA9F001D68E0,VTS,1/13/2013 10:41,CRD,9,0,0.5,1.8,0,11.3
0957AB428722E2A85CE2AAE74849BE82,E8CD36A85B2CDFE7C02DFA9F001D68E0,VTS,1/13/2013 11:29,CRD,7,0,0.5,1.4,0,8.9
0957AB428722E2A85CE2AAE74849BE82,E8CD36A85B2CDFE7C02DFA9F001D68E0,VTS,1/13/2013 9:41,CRD,20.5,0,0.5,0,0,21
0957AB428722E2A85CE2AAE74849BE82,E8CD36A85B2CDFE7C02DFA9F001D68E0,VTS,1/13/2013 9:59,CSH,15.5,0,0.5,0,0,16
0957AB428722E2A85CE2AAE74849BE82,E8CD36A85B2CDFE7C02DFA9F001D68E0,VTS,1/13/2013 12:06,CRD,7,0,0.5,1,0,8.5
0957AB428722E2A85CE2AAE74849BE82,E8CD36A85B2CDFE7C02DFA9F001D68E0,VTS,1/13/2013 12:23,CSH,9,0,0.5,0,0,9.5
0957AB428722E2A85CE2AAE74849BE82,E8CD36A85B2CDFE7C02DFA9F001D68E0,VTS,1/13/2013 14:08,CRD,11.5,0,0.5,2.88,0,14.88
0957AB428722E2A85CE2AAE74849BE82,E8CD36A85B2CDFE7C02DFA9F001D68E0,VTS,1/13/2013 14:39,CSH,24.5,0,0.5,0,0,25
095C09F47409BF97C9563F730BE7BD69,F59E4F98D66EFBCA4C642749E4422D7C,VTS,1/13/2013 10:28,CRD,33.5,0,0.5,0,4.8,38.8
095C09F47409BF97C9563F730BE7BD69,F59E4F98D66EFBCA4C642749E4422D7C,VTS,1/13/2013 12:09,CSH,31.5,0,0.5,0,4.8,36.8
095FB08B5C968BC1BFA396E4A297741D,E1F63923EFBDA2B4A5AEA6BDE12B5991,VTS,1/13/2013 10:15,CRD,58.5,0,0.5,11.7,0,70.7
095FB08B5C968BC1BFA396E4A297741D,E1F63923EFBDA2B4A5AEA6BDE12B5991,VTS,1/13/2013 11:39,CSH,52,0,0.5,0,0,52.5
0964BAF015F74B4E628615EAFD0E2D57,7E66412D458E5647D89606082F91A5F4,VTS,1/13/2013 4:32,CSH,10,0.5,0.5,0,0,11
0964BAF015F74B4E628615EAFD0E2D57,DC8FDC735B191DB5C179EC8FD5FAC8A3,VTS,1/13/2013 9:24,CSH,10.5,0,0.5,0,0,11
0964BAF015F74B4E628615EAFD0E2D57,7E66412D458E5647D89606082F91A5F4,VTS,1/13/2013 3:20,CRD,21.5,0.5,0.5,4.4,0,26.9
0964BAF015F74B4E628615EAFD0E2D57,DC8FDC735B191DB5C179EC8FD5FAC8A3,VTS,1/13/2013 11:25,CRD,4,0,0.5,1,0,5.5
0964BAF015F74B4E628615EAFD0E2D57,DC8FDC735B191DB5C179EC8FD5FAC8A3,VTS,1/13/2013 11:52,CSH,6,0,0.5,0,0,6.5
0964BAF015F74B4E628615EAFD0E2D57,DC8FDC735B191DB5C179EC8FD5FAC8A3,VTS,1/13/2013 9:45,CSH,12.5,0,0.5,0,0,13
0964BAF015F74B4E628615EAFD0E2D57,DC8FDC735B191DB5C179EC8FD5FAC8A3,VTS,1/13/2013 10:41,CRD,8.5,0,0.5,1.7,0,10.7
0964BAF015F74B4E628615EAFD0E2D57,7E66412D458E5647D89606082F91A5F4,VTS,1/13/2013 2:09,CRD,16,0.5,0.5,3.3,0,20.3
0964BAF015F74B4E628615EAFD0E2D57,DC8FDC735B191DB5C179EC8FD5FAC8A3,VTS,1/13/2013 12:40,CRD,12.5,0,0.5,2.5,0,15.5
0964BAF015F74B4E628615EAFD0E2D57,DC8FDC735B191DB5C179EC8FD5FAC8A3,VTS,1/13/2013 13:07,CRD,18,0,0.5,3.6,0,22.1
0964BAF015F74B4E628615EAFD0E2D57,DC8FDC735B191DB5C179EC8FD5FAC8A3,VTS,1/13/2013 12:08,CRD,10.5,0,0.5,1,0,12
0964BAF015F74B4E628615EAFD0E2D57,DC8FDC735B191DB5C179EC8FD5FAC8A3,VTS,1/13/2013 12:57,CSH,9,0,0.5,0,0,9.5
0964BAF015F74B4E628615EAFD0E2D57,DC8FDC735B191DB5C179EC8FD5FAC8A3,VTS,1/13/2013 12:27,CRD,9.5,0,0.5,2.38,0,12.38
0964BAF015F74B4E628615EAFD0E2D57,DC8FDC735B191DB5C179EC8FD5FAC8A3,VTS,1/13/2013 14:05,CSH,11,0,0.5,0,0,11.5
096635A300028A8FBAD76544A0D66385,C61AFCE6633C6A012DBCD5FEDDDD8FEA,VTS,1/13/2013 4:40,CRD,17,0.5,0.5,0.2,0,18.2
096635A300028A8FBAD76544A0D66385,C61AFCE6633C6A012DBCD5FEDDDD8FEA,VTS,1/13/2013 4:22,CRD,52,0,0.5,0,4.8,57.3
096635A300028A8FBAD76544A0D66385,C61AFCE6633C6A012DBCD5FEDDDD8FEA,VTS,1/13/2013 10:55,CRD,5.5,0,0.5,1,0,7
096635A300028A8FBAD76544A0D66385,C61AFCE6633C6A012DBCD5FEDDDD8FEA,VTS,1/13/2013 8:43,CRD,52,0,0.5,15.6,0,68.1
096635A300028A8FBAD76544A0D66385,C61AFCE6633C6A012DBCD5FEDDDD8FEA,VTS,1/13/2013 9:41,CSH,9.5,0,0.5,0,0,10
096635A300028A8FBAD76544A0D66385,C61AFCE6633C6A012DBCD5FEDDDD8FEA,VTS,1/13/2013 11:59,CRD,11,0,0.5,2.2,0,13.7
096635A300028A8FBAD76544A0D66385,C61AFCE6633C6A012DBCD5FEDDDD8FEA,VTS,1/13/2013 11:28,CSH,6.5,0,0.5,0,0,7
096635A300028A8FBAD76544A0D66385,C61AFCE6633C6A012DBCD5FEDDDD8FEA,VTS,1/13/2013 11:47,CSH,7.5,0,0.5,0,0,8
096635A300028A8FBAD76544A0D66385,C61AFCE6633C6A012DBCD5FEDDDD8FEA,VTS,1/13/2013 2:10,CRD,8.5,0.5,0.5,1.8,0,11.3
096635A300028A8FBAD76544A0D66385,C61AFCE6633C6A012DBCD5FEDDDD8FEA,VTS,1/13/2013 12:12,CRD,5,0,0.5,2,0,7.5
096635A300028A8FBAD76544A0D66385,C61AFCE6633C6A012DBCD5FEDDDD8FEA,VTS,1/13/2013 12:46,CSH,13,0,0.5,0,0,13.5
